Worker ID,Problem,Age,Gender,Strong hand,Education,Answer,Confidence,Psolve,1 second,1000 seconds,1 minute,1000 minutes,1 hour,1000 hours,2000 hours,1000000 hours,Infinity,There is no way to know without additional information,Class,group_number
A1WFTVEEPWWLMU,CR_Conf,45,Female,Right,Graduate Degree,There is no way to know without additional information,7,0-10%,0-10%,0-10%,0-10%,21-30%,21-30%,51-60%,51-60%,31-40%,61-70%,61-70%,Non-Solver,32
A1WFX002RMZY7N,CR_Conf,43,Female,Right,High School/GED,Infinity,2,11-20%,0-10%,11-20%,21-30%,31-40%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,32
A1WH32GYQOHIRQ,CR_Conf,53,Female,Right,High School/GED,Infinity,6,21-30%,0-10%,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,41-50%,0-10%,Non-Solver,32
A1WJU1IQ3UTRC6,CR_Conf,39,Male,Right,High School/GED,Infinity,8,21-30%,0-10%,21-30%,11-20%,41-50%,31-40%,51-60%,61-70%,71-80%,81-90%,0-10%,Non-Solver,32
A1WKF2VH7TV0H2,CR_Conf,23,Female,Right,College,1 hour,7,11-20%,0-10%,41-50%,11-20%,21-30%,41-50%,21-30%,0-10%,0-10%,31-40%,51-60%,Solver,32
A1YE5MMN372OQC,CR_Conf,42,Female,Right,College,1000 hours,2,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,21-30%,0-10%,Non-Solver,33
A1YFLIT0E5OJG4,CR_Conf,56,Male,Right,High School/GED,There is no way to know without additional information,9,51-60%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,0-10%,41-50%,51-60%,Non-Solver,33
A1YGF0LJJGB30G,CR_Conf,38,Male,Both hands are equally strong,High School/GED,1000 hours,2,21-30%,0-10%,0-10%,0-10%,31-40%,0-10%,21-30%,51-60%,41-50%,21-30%,21-30%,Non-Solver,33
A1YP6FLJ18FJHN,CR_Conf,26,Female,Right,College,1000 hours,3,11-20%,0-10%,0-10%,0-10%,0-10%,51-60%,71-80%,21-30%,31-40%,51-60%,41-50%,Non-Solver,33
A1YQRXE5CBVBHV,CR_Conf,28,Male,Right,Graduate Degree,1000 seconds,8,11-20%,71-80%,61-70%,91-100%,81-90%,71-80%,61-70%,91-100%,81-90%,61-70%,71-80%,Non-Solver,33
A1YU4SBBNGGP75,CR_Conf,28,Male,Right,College,1000 minutes,7,31-40%,0-10%,0-10%,51-60%,51-60%,71-80%,61-70%,51-60%,71-80%,71-80%,51-60%,Non-Solver,33
A1YXJR7PNV16LV,CR_Conf,45,Female,Left,College,There is no way to know without additional information,4,21-30%,0-10%,11-20%,31-40%,31-40%,31-40%,21-30%,0-10%,0-10%,0-10%,51-60%,Non-Solver,33
A1YZ0ETOCJO1B2,CR_Conf,35,Male,Right,College,1 hour,2,0-10%,0-10%,0-10%,11-20%,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Solver,33
A1YZJTC04W0A01,CR_Conf,30,Male,Right,High School/GED,1000 hours,4,31-40%,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,21-30%,0-10%,11-20%,11-20%,Non-Solver,33
A1LXW53Z5S9XG,CR_Conf,43,Male,Right,College,Infinity,7,61-70%,0-10%,0-10%,0-10%,11-20%,11-20%,21-30%,21-30%,31-40%,61-70%,0-10%,Non-Solver,33
A1M24593XO5Z3C,CR_Conf,26,Male,Right,High School/GED,Infinity,5,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,31-40%,31-40%,61-70%,91-100%,21-30%,Non-Solver,33
A1M3HU7RRX0BXZ,CR_Conf,39,Female,Right,Graduate Degree,2000 hours,4,21-30%,11-20%,11-20%,21-30%,21-30%,21-30%,31-40%,31-40%,31-40%,41-50%,51-60%,Non-Solver,33
A1Z3JC2PWOL1NY,CR_Conf,62,Female,Right,College,There is no way to know without additional information,7,11-20%,0-10%,11-20%,0-10%,11-20%,21-30%,21-30%,0-10%,0-10%,11-20%,11-20%,Non-Solver,33
A1Z6Z8DLHRO46O,CR_Conf,40,Male,Left,High School/GED,There is no way to know without additional information,5,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,0-10%,0-10%,11-20%,11-20%,Non-Solver,33
A1ZD8RU6YB0VEU,CR_Conf,25,Male,Left,High School/GED,There is no way to know without additional information,10,21-30%,0-10%,0-10%,11-20%,21-30%,21-30%,31-40%,31-40%,31-40%,61-70%,31-40%,Non-Solver,33
A1ZD9SJXQ9C6EW,CR_Conf,26,Male,Right,College,1000 hours,6,31-40%,0-10%,0-10%,0-10%,21-30%,11-20%,41-50%,51-60%,0-10%,0-10%,0-10%,Non-Solver,33
A1ZEKTR4YBTMVO,CR_Conf,23,Female,Right,College,There is no way to know without additional information,7,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,21-30%,21-30%,Non-Solver,33
A1ZGUINLRI34VO,CR_Conf,28,Male,Right,Graduate Degree,1 second,7,61-70%,71-80%,51-60%,81-90%,81-90%,51-60%,21-30%,11-20%,41-50%,71-80%,41-50%,Non-Solver,33
A1ZH3ZHSDR0EDZ,CR_Conf,25,Male,Right,College,1 hour,8,21-30%,0-10%,0-10%,11-20%,0-10%,21-30%,11-20%,0-10%,0-10%,11-20%,11-20%,Solver,33
A1ZHVMG4DXPLHL,CR_Conf,27,Female,Right,College,Infinity,10,31-40%,0-10%,11-20%,11-20%,11-20%,21-30%,21-30%,21-30%,21-30%,31-40%,31-40%,Non-Solver,33
A1ZMXWYKWSH0I8,CR_Conf,66,Female,Right,Graduate Degree,1000 hours,7,31-40%,0-10%,0-10%,0-10%,0-10%,11-20%,31-40%,11-20%,11-20%,21-30%,21-30%,Non-Solver,33
A205N2LYF7T1LM,CR_Conf,31,Female,Right,College,1000 hours,2,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,21-30%,Non-Solver,33
A207IHY6GERCFO,CR_Conf,35,Male,Left,College,1 hour,5,41-50%,0-10%,0-10%,0-10%,11-20%,21-30%,21-30%,0-10%,0-10%,21-30%,11-20%,Solver,33
A209KJOPCV44TQ,CR_Conf,26,Female,Left,Graduate Degree,Infinity,10,51-60%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,51-60%,31-40%,Non-Solver,33
A20AZHMLAM1MHV,CR_Conf,26,Male,Right,Graduate Degree,1000 seconds,6,41-50%,0-10%,61-70%,51-60%,41-50%,31-40%,21-30%,11-20%,0-10%,0-10%,0-10%,Non-Solver,33
A20C7ZLLE41JUO,CR_Conf,33,Female,Right,High School/GED,1 hour,9,61-70%,0-10%,0-10%,0-10%,0-10%,51-60%,11-20%,0-10%,0-10%,11-20%,11-20%,Solver,33
A20FTMW1E6AR1T,CR_Conf,33,Male,Right,College,Infinity,9,81-90%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,71-80%,61-70%,Non-Solver,33
A20K99JZE0L8HU,CR_Conf,22,Male,Left,College,There is no way to know without additional information,10,41-50%,11-20%,21-30%,11-20%,0-10%,11-20%,0-10%,21-30%,31-40%,21-30%,11-20%,Non-Solver,33
A20N1NK5X5S88F,CR_Conf,32,Male,Left,High School/GED,There is no way to know without additional information,10,61-70%,21-30%,21-30%,31-40%,31-40%,41-50%,11-20%,0-10%,0-10%,0-10%,61-70%,Non-Solver,33
A20RVM3V1A3DKX,CR_Conf,55,Male,Right,High School/GED,1000 hours,2,11-20%,0-10%,0-10%,0-10%,11-20%,0-10%,21-30%,11-20%,0-10%,0-10%,11-20%,Non-Solver,33
A1WWDLR9F8RBMN,CR_Conf,49,Male,Right,Graduate Degree,There is no way to know without additional information,10,51-60%,0-10%,0-10%,0-10%,11-20%,31-40%,11-20%,0-10%,0-10%,0-10%,31-40%,Non-Solver,34
A1WYMR7MGOCO83,CR_Conf,39,Male,Right,High School/GED,Infinity,7,11-20%,0-10%,0-10%,0-10%,11-20%,21-30%,31-40%,41-50%,51-60%,61-70%,71-80%,Non-Solver,34
A1WZ7YAPM1K559,CR_Conf,25,Male,Right,College,1 hour,8,61-70%,51-60%,71-80%,41-50%,31-40%,21-30%,11-20%,21-30%,0-10%,0-10%,0-10%,Solver,34
A20SXG1DHDIDI7,CR_Conf,46,Female,Right,High School/GED,There is no way to know without additional information,1,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,Non-Solver,34
A218V56FZZD9B8,CR_Conf,23,Male,Right,High School/GED,1000 hours,6,21-30%,0-10%,0-10%,0-10%,11-20%,11-20%,21-30%,0-10%,0-10%,0-10%,0-10%,Non-Solver,34
A21C13L3DKZJW1,CR_Conf,41,Male,Right,College,There is no way to know without additional information,7,11-20%,0-10%,0-10%,0-10%,11-20%,0-10%,11-20%,11-20%,11-20%,21-30%,21-30%,Non-Solver,34
A21C7LCEX3EYQH,CR_Conf,45,Female,Right,High School/GED,There is no way to know without additional information,5,0-10%,0-10%,11-20%,21-30%,31-40%,41-50%,51-60%,61-70%,71-80%,81-90%,81-90%,Non-Solver,34
A21P6KJJT0SLXQ,CR_Conf,35,Female,Both hands are equally strong,College,1 minute,10,81-90%,61-70%,31-40%,51-60%,41-50%,51-60%,61-70%,71-80%,81-90%,41-50%,41-50%,Non-Solver,34
A21SF3IKIZB0VN,CR_Conf,72,Female,Left,Graduate Degree,There is no way to know without additional information,10,81-90%,0-10%,0-10%,0-10%,0-10%,81-90%,0-10%,0-10%,0-10%,0-10%,81-90%,Non-Solver,34
A21UA6O7ZFAIQJ,CR_Conf,36,Male,Right,College,Infinity,2,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,71-80%,11-20%,Non-Solver,34
A21ZMR7O42OSMI,CR_Conf,38,Female,Right,High School/GED,1000 hours,3,31-40%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,34
A224B7BAQ0MZSN,CR_Conf,24,Female,Right,College,1000 hours,2,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,11-20%,0-10%,11-20%,Non-Solver,34
A22A52DRIIEV6K,CR_Conf,32,Male,Right,Graduate Degree,2000 hours,6,61-70%,31-40%,51-60%,61-70%,71-80%,81-90%,81-90%,21-30%,81-90%,31-40%,21-30%,Non-Solver,34
A22FYR6PQNQXDA,CR_Conf,32,Female,Right,College,1 hour,2,21-30%,11-20%,11-20%,21-30%,21-30%,31-40%,11-20%,11-20%,11-20%,11-20%,11-20%,Solver,34
A22JV1E02E0VQO,CR_Conf,28,Male,Right,College,1000 hours,9,11-20%,0-10%,0-10%,61-70%,71-80%,51-60%,61-70%,61-70%,81-90%,61-70%,51-60%,Non-Solver,34
A1M682B2WUSYJP,CR_Conf,33,Male,Right,College,Infinity,6,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,31-40%,31-40%,Non-Solver,34
A1M8NRHSH58X25,CR_Conf,39,Male,Right,High School/GED,1 hour,2,31-40%,0-10%,11-20%,11-20%,31-40%,41-50%,51-60%,41-50%,11-20%,0-10%,11-20%,Solver,34
A1MIB492BU9KIQ,CR_Conf,44,Female,Right,College,Infinity,2,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,34
A234SQAJKIG8VD,CR_Conf,38,Male,Right,Graduate Degree,1000000 hours,7,21-30%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,21-30%,21-30%,21-30%,Non-Solver,34
A235DXY5FJN0IW,CR_Conf,28,Female,Left,College,1000 minutes,5,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,0-10%,11-20%,0-10%,0-10%,Non-Solver,34
A2393VG74LGXWN,CR_Conf,29,Male,Right,College,1000 seconds,7,41-50%,11-20%,41-50%,51-60%,31-40%,71-80%,51-60%,31-40%,41-50%,51-60%,41-50%,Non-Solver,34
A239EUWY6SNDEZ,CR_Conf,37,Female,Left,College,2000 hours,2,21-30%,0-10%,11-20%,21-30%,41-50%,31-40%,51-60%,41-50%,31-40%,51-60%,41-50%,Non-Solver,34
A23BQ23YJE0VYL,CR_Conf,29,Male,Right,High School/GED,1000 hours,8,31-40%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,34
A23KAJRDVCVGOE,CR_Conf,40,Male,Left,High School/GED,1 minute,2,11-20%,0-10%,11-20%,61-70%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,Non-Solver,34
A23MUEBG3CX8ZH,CR_Conf,34,Male,Right,College,There is no way to know without additional information,1,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,Non-Solver,34
A23OS0HQ12VVOR,CR_Conf,31,Male,Right,High School/GED,1000 hours,5,21-30%,0-10%,0-10%,0-10%,11-20%,11-20%,41-50%,31-40%,11-20%,0-10%,11-20%,Non-Solver,34
A23Q978GYHTPD3,CR_Conf,25,Male,Right,Graduate Degree,Infinity,6,51-60%,21-30%,31-40%,41-50%,31-40%,31-40%,51-60%,31-40%,41-50%,61-70%,71-80%,Non-Solver,34
A23S3TBFRILU5H,CR_Conf,33,Female,Right,Graduate Degree,1000 hours,1,21-30%,0-10%,0-10%,0-10%,0-10%,21-30%,31-40%,21-30%,0-10%,0-10%,11-20%,Non-Solver,34
A240OTT1T85UGT,CR_Conf,35,Male,Right,College,There is no way to know without additional information,9,31-40%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,0-10%,0-10%,0-10%,31-40%,Non-Solver,34
A247LQ2UQW4LH0,CR_Conf,34,Female,Right,College,Infinity,5,11-20%,0-10%,0-10%,11-20%,21-30%,31-40%,21-30%,31-40%,0-10%,21-30%,0-10%,Non-Solver,34
A247NH2O6XIL28,CR_Conf,25,Male,Right,College,2000 hours,7,21-30%,61-70%,71-80%,61-70%,61-70%,71-80%,61-70%,51-60%,61-70%,51-60%,61-70%,Non-Solver,35
A247PDSKLZU86P,CR_Conf,32,Male,Left,College,There is no way to know without additional information,6,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,35
A2482SLAY120J2,CR_Conf,65,Male,Right,College,There is no way to know without additional information,10,71-80%,0-10%,0-10%,0-10%,0-10%,31-40%,21-30%,11-20%,0-10%,61-70%,61-70%,Non-Solver,35
A1WZBK5PRHBW3H,CR_Conf,57,Male,Right,High School/GED,1 hour,5,21-30%,0-10%,0-10%,0-10%,0-10%,81-90%,0-10%,0-10%,0-10%,0-10%,11-20%,Solver,35
A1X2NKYJNHB1A5,CR_Conf,43,Female,Left,College,Infinity,3,11-20%,0-10%,11-20%,21-30%,21-30%,21-30%,41-50%,51-60%,61-70%,81-90%,91-100%,Non-Solver,35
A1X4HV5XW7EMA2,CR_Conf,32,Male,Right,Graduate Degree,1000 minutes,5,21-30%,21-30%,61-70%,41-50%,71-80%,41-50%,21-30%,41-50%,11-20%,21-30%,41-50%,Non-Solver,35
A26RO8GGTQAXGG,CR_Conf,55,Female,Right,College,Infinity,3,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,35
A26TY8FHMJ183C,CR_Conf,29,Male,Right,College,1000 hours,2,11-20%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,11-20%,0-10%,11-20%,Non-Solver,35
A270HX8LH9LJ8W,CR_Conf,37,Male,Right,Graduate Degree,1 hour,7,31-40%,0-10%,0-10%,0-10%,11-20%,21-30%,11-20%,11-20%,0-10%,0-10%,0-10%,Solver,35
A271V19C06841K,CR_Conf,32,Male,Left,College,1000 hours,6,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,35
A27CRMVD7S41J,CR_Conf,35,Female,Right,Graduate Degree,There is no way to know without additional information,3,31-40%,51-60%,41-50%,21-30%,71-80%,11-20%,31-40%,61-70%,81-90%,41-50%,41-50%,Non-Solver,35
A27RS192S3Q5EW,CR_Conf,54,Female,Right,College,There is no way to know without additional information,10,0-10%,0-10%,0-10%,11-20%,21-30%,11-20%,21-30%,31-40%,21-30%,21-30%,71-80%,Non-Solver,35
A27ZE20JZ3VDUP,CR_Conf,27,Male,Right,College,1 hour,5,31-40%,11-20%,11-20%,41-50%,51-60%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,Solver,35
A287E47V4ZVZ6D,CR_Conf,28,Female,Right,Graduate Degree,1000 hours,8,81-90%,0-10%,0-10%,41-50%,51-60%,71-80%,81-90%,61-70%,51-60%,61-70%,41-50%,Non-Solver,35
A289D98Z4GAZ28,CR_Conf,49,Male,Right,Graduate Degree,1 hour,2,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,Solver,35
A289S5O8KN4JYI,CR_Conf,33,Female,Right,College,There is no way to know without additional information,10,21-30%,0-10%,0-10%,0-10%,0-10%,61-70%,21-30%,11-20%,0-10%,31-40%,51-60%,Non-Solver,35
A28A7NZUJWGZ7Q,CR_Conf,32,Female,Right,College,1000 hours,1,11-20%,0-10%,0-10%,0-10%,11-20%,11-20%,21-30%,21-30%,11-20%,11-20%,11-20%,Non-Solver,35
A28F1ZWZ9H0RHA,CR_Conf,34,Male,Right,College,There is no way to know without additional information,4,11-20%,0-10%,11-20%,0-10%,11-20%,31-40%,21-30%,11-20%,0-10%,0-10%,41-50%,Non-Solver,35
A28N0N4A0UP1XH,CR_Conf,28,Male,Right,Graduate Degree,1000 minutes,8,71-80%,0-10%,0-10%,71-80%,61-70%,71-80%,71-80%,61-70%,71-80%,51-60%,71-80%,Non-Solver,35
A28P3ZGZB3XG9P,CR_Conf,50,Female,Right,Graduate Degree,1 minute,6,11-20%,11-20%,21-30%,21-30%,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,35
A28PSBVTD53WQV,CR_Conf,22,Male,Right,College,There is no way to know without additional information,7,51-60%,71-80%,51-60%,41-50%,41-50%,61-70%,61-70%,51-60%,51-60%,71-80%,71-80%,Non-Solver,35
A28ZPY6D5AS7GZ,CR_Conf,46,Male,Right,High School/GED,1000000 hours,4,11-20%,81-90%,91-100%,71-80%,0-10%,61-70%,11-20%,51-60%,21-30%,31-40%,41-50%,Non-Solver,35
A291ANCQDMM2QE,CR_Conf,48,Female,Right,High School/GED,Infinity,3,51-60%,0-10%,0-10%,0-10%,0-10%,21-30%,11-20%,21-30%,21-30%,51-60%,21-30%,Non-Solver,35
A2930JNK5X98HQ,CR_Conf,26,Male,Right,College,Infinity,6,21-30%,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,0-10%,0-10%,11-20%,0-10%,Non-Solver,35
A293TIAVWJX7KC,CR_Conf,37,Female,Right,Graduate Degree,1000 hours,5,11-20%,21-30%,41-50%,31-40%,41-50%,51-60%,61-70%,61-70%,51-60%,11-20%,21-30%,Non-Solver,35
A298GPAEHRSV9J,CR_Conf,28,Male,Right,Graduate Degree,1 second,9,61-70%,61-70%,31-40%,51-60%,31-40%,41-50%,31-40%,31-40%,21-30%,41-50%,31-40%,Non-Solver,35
A29LQXBCJLIG1H,CR_Conf,24,Male,Right,College,Infinity,10,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,0-10%,Non-Solver,35
A29M7C2GYXB3OM5,CR_Conf,54,Female,Right,College,There is no way to know without additional information,8,51-60%,0-10%,0-10%,0-10%,31-40%,11-20%,21-30%,0-10%,11-20%,11-20%,31-40%,Non-Solver,35
A29RRZYB15066A,CR_Conf,27,Male,Left,College,1000 hours,3,41-50%,0-10%,0-10%,11-20%,11-20%,21-30%,31-40%,0-10%,0-10%,0-10%,0-10%,Non-Solver,35
A29SMGPDP7K9NU,CR_Conf,28,Female,Right,College,Infinity,9,41-50%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,0-10%,31-40%,0-10%,Non-Solver,35
A29V2XPA9H2NAN,CR_Conf,32,Female,Right,High School/GED,1 hour,4,21-30%,21-30%,21-30%,21-30%,21-30%,21-30%,21-30%,21-30%,21-30%,21-30%,21-30%,Solver,36
A2A0M8N8ZCZBBL,CR_Conf,40,Male,Right,College,2000 hours,3,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,36
A2A3WIYPZD8XSC,CR_Conf,46,Female,Right,College,1000 hours,1,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,11-20%,21-30%,0-10%,0-10%,Non-Solver,36
A2A4DJKCY4T6N5,CR_Conf,38,Male,Right,Graduate Degree,1000 minutes,6,41-50%,41-50%,41-50%,41-50%,41-50%,41-50%,51-60%,51-60%,41-50%,41-50%,41-50%,Non-Solver,36
A2A8YVGW9PSY25,CR_Conf,32,Female,Right,High School/GED,1000000 hours,10,61-70%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,36
A2A91NSJ5LMGOT,CR_Conf,28,Female,Right,College,Infinity,3,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,61-70%,0-10%,Non-Solver,36
A1X8YRYS8MBDWX,CR_Conf,65,Male,Right,College,Infinity,6,11-20%,0-10%,0-10%,0-10%,21-30%,31-40%,0-10%,0-10%,0-10%,21-30%,21-30%,Non-Solver,36
A1XK77VP2S13YC,CR_Conf,47,Male,Right,College,There is no way to know without additional information,7,41-50%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,Non-Solver,36
A1XOORV7G5IVGI,CR_Conf,71,Male,Right,High School/GED,1000 seconds,4,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,36
A248QG4DPULP46,CR_Conf,64,Female,Right,College,There is no way to know without additional information,10,81-90%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,21-30%,0-10%,71-80%,Non-Solver,36
A24OFVJG4SHSWU,CR_Conf,28,Male,Right,Graduate Degree,1 minute,9,31-40%,61-70%,71-80%,61-70%,51-60%,61-70%,51-60%,61-70%,51-60%,61-70%,51-60%,Non-Solver,36
A24RGLS3BRZ60J,CR_Conf,33,Female,Right,High School/GED,1000 hours,5,21-30%,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,11-20%,11-20%,0-10%,0-10%,Non-Solver,36
A2AGDF3VY0L1QP,CR_Conf,32,Male,Right,Graduate Degree,Infinity,9,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,Non-Solver,36
A2AU67VHVTA68M,CR_Conf,44,Female,Right,College,Infinity,6,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,36
A2AUMGW4F3G1OF,CR_Conf,31,Female,Right,College,Infinity,9,21-30%,0-10%,0-10%,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,71-80%,Non-Solver,36
A2B227N1NQYS56,CR_Conf,33,Male,Right,High School/GED,1000 hours,4,31-40%,21-30%,51-60%,21-30%,31-40%,41-50%,61-70%,31-40%,11-20%,11-20%,11-20%,Non-Solver,36
A2BHZNAKEDRYCB,CR_Conf,42,Female,Right,College,1000 hours,4,21-30%,0-10%,71-80%,0-10%,71-80%,21-30%,41-50%,51-60%,81-90%,91-100%,91-100%,Non-Solver,36
A2BIRTV9HI6M5Z,CR_Conf,27,Male,Right,Graduate Degree,1 hour,9,31-40%,0-10%,0-10%,31-40%,21-30%,41-50%,0-10%,21-30%,11-20%,21-30%,31-40%,Solver,36
A2BN1CX0PTWBXW,CR_Conf,36,Male,Left,College,1000 minutes,3,21-30%,0-10%,0-10%,0-10%,21-30%,11-20%,21-30%,11-20%,0-10%,11-20%,11-20%,Non-Solver,36
A2BTDUJFLSBN8E,CR_Conf,31,Male,Right,High School/GED,Infinity,3,11-20%,0-10%,0-10%,11-20%,0-10%,11-20%,0-10%,0-10%,0-10%,21-30%,11-20%,Non-Solver,36
A2BV7O07LVX731,CR_Conf,30,Female,Left,Graduate Degree,1 hour,6,21-30%,11-20%,0-10%,11-20%,0-10%,21-30%,11-20%,0-10%,0-10%,0-10%,0-10%,Solver,36
A2BX8RJDS9GYZ1,CR_Conf,41,Female,Right,High School/GED,Infinity,2,11-20%,0-10%,0-10%,0-10%,0-10%,21-30%,21-30%,21-30%,0-10%,21-30%,21-30%,Non-Solver,36
A2BXQ8SZLFQF4D,CR_Conf,57,Female,Right,College,Infinity,9,41-50%,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,21-30%,21-30%,31-40%,11-20%,Non-Solver,36
A2BZY06YRWGEDL,CR_Conf,30,Male,Right,High School/GED,Infinity,3,0-10%,0-10%,11-20%,21-30%,31-40%,31-40%,21-30%,11-20%,0-10%,61-70%,51-60%,Non-Solver,36
A2C39KTRMOM1XZ,CR_Conf,53,Female,Right,High School/GED,1000 minutes,4,11-20%,0-10%,31-40%,31-40%,51-60%,41-50%,0-10%,0-10%,0-10%,31-40%,31-40%,Non-Solver,36
A2C4VDQC5HQ1YP,CR_Conf,42,Male,Right,College,There is no way to know without additional information,3,11-20%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,21-30%,0-10%,21-30%,Non-Solver,36
A2CA2CUWD2BH07,CR_Conf,69,Female,Right,Graduate Degree,There is no way to know without additional information,5,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,36
A2CAVHHY7X7YBP,CR_Conf,27,Male,Right,Graduate Degree,Infinity,9,31-40%,0-10%,11-20%,21-30%,61-70%,41-50%,71-80%,21-30%,31-40%,51-60%,81-90%,Non-Solver,36
A2CF2BD4Q0ZDJN,CR_Conf,56,Male,Right,College,Infinity,8,11-20%,0-10%,0-10%,0-10%,11-20%,11-20%,21-30%,11-20%,11-20%,11-20%,31-40%,Non-Solver,36
A2CHDWKAYZ3P3E,CR_Conf,32,Male,Right,High School/GED,Infinity,10,21-30%,0-10%,21-30%,11-20%,0-10%,21-30%,0-10%,0-10%,0-10%,0-10%,11-20%,Non-Solver,36
A2CHKF2A6F4MIX,CR_Conf,34,Female,Right,Graduate Degree,1000 seconds,5,51-60%,21-30%,51-60%,31-40%,0-10%,0-10%,0-10%,0-10%,0-10%,31-40%,11-20%,Non-Solver,37
A2CJNNTLFULCTH,CR_Conf,47,Female,Right,College,Infinity,7,41-50%,0-10%,0-10%,0-10%,0-10%,31-40%,21-30%,21-30%,41-50%,41-50%,51-60%,Non-Solver,37
A2CLGYPCKVH59J,CR_Conf,50,Male,Right,Graduate Degree,1 hour,8,21-30%,0-10%,0-10%,0-10%,0-10%,21-30%,0-10%,0-10%,0-10%,11-20%,31-40%,Solver,37
A2D3K70E5IO34V,CR_Conf,30,Female,Right,Graduate Degree,1000 hours,8,31-40%,41-50%,51-60%,51-60%,61-70%,51-60%,71-80%,61-70%,61-70%,51-60%,61-70%,Non-Solver,37
A2D6VL5XE0O4D3,CR_Conf,28,Female,Right,College,There is no way to know without additional information,3,41-50%,0-10%,0-10%,0-10%,11-20%,21-30%,21-30%,11-20%,0-10%,11-20%,31-40%,Non-Solver,37
